id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-01-01 03:00:39,[3],0.088,False,1665,18323,107,9,1.4.0,1041348,0.04229538
dcrhive.com,mainnet,2022-06-23,2025-12-29 13:24:17,[3],1,False,336,30137,226,2,1.4.0+d190a83b6,1040600,0.008852589000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-01-01 03:00:39,[3],0.9500000000000001,False,103,14949,100,320,1.4.0+d190a83b6,1041348,0.0026164711
decred.stake.fun,mainnet,2021-01-28,2026-01-01 03:00:40,[3],0.5,False,429,32025,196,46,1.4.0,1040942,0.011161992
decredvoting.com,mainnet,2021-02-01,2026-01-01 03:00:39,[3],1,False,116,9255,61,2,1.4.0,1041348,0.0029467053
stakey.net,mainnet,2020-10-22,2026-01-01 03:00:40,[3],1,False,183,36611,280,5,1.4.0,1041348,0.0046486817
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-01-01 03:00:40,[3],0.6900000000000001,False,464,389149,878,1065,1.4.0+d190a83b6,1817528,0.090625
teststakepool.decred.org,testnet,2020-06-01,2026-01-01 03:00:39,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1817528,0
ultravsp.uk,mainnet,2020-12-01,2026-01-01 03:00:40,[3],0.30000000000000004,False,232,20406,128,4,1.4.0+d190a83b6,1041348,0.0058934106
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-01-01 03:00:40,[3],0.18,False,740,31055,200,3,1.4.0+d190a83b6,1041348,0.018797947000000002
vsp.dcr.farm,mainnet,2020-12-09,2026-01-01 03:00:40,[3],0.5,False,642,16990,93,2,1.4.0,1041348,0.016308490000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2026-01-01 03:00:40,[3],0.49,False,474,22877,143,13,1.4.0+d190a83b6,1041348,0.012040847
vsp.stakeminer.com,mainnet,2020-11-09,2026-01-01 03:00:39,[3],1,False,382,36114,239,0,1.4.0+d190a83b6,1041348,0.009703806
vspd.bass.cf,mainnet,2022-05-01,2026-01-01 03:00:40,[3],0.16,False,200,29967,177,80,1.4.0,1041348,0.005080526
