id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-11-15 02:21:51,[3],0.088,False,1436,15827,82,3,1.3.2,1027896,0.035173662
dcrhive.com,mainnet,2022-06-23,2025-11-15 02:21:51,[3],1,False,270,29595,225,1,1.3.2+bec2d12a0,1027896,0.0066134324
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-11-15 02:21:51,[3],0.9500000000000001,False,101,14791,99,320,1.3.2+bec2d12a0,1027896,0.0024739136
decred.stake.fun,mainnet,2021-01-28,2025-11-15 02:21:51,[3],0.5,False,63,31667,194,46,1.3.1,1027896,0.0015431343000000001
decredvoting.com,mainnet,2021-02-01,2025-11-15 02:21:51,[3],1,False,262,9003,61,1,1.3.2,1027896,0.006417479
stakey.net,mainnet,2020-10-22,2025-11-15 02:21:51,[3],1,False,170,36260,276,4,1.3.2+f79363a87,1027896,0.004164013
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-11-15 02:21:51,[3],0.6900000000000001,False,501,373069,841,1063,1.4.0-pre+5263bfc2e,1783669,0.09764179
teststakepool.decred.org,testnet,2020-06-01,2025-11-15 02:21:51,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1783669,0
ultravsp.uk,mainnet,2020-12-01,2025-11-15 02:21:51,[3],0.30000000000000004,False,324,19905,120,3,1.4.0-pre+015cf707b,1024726,0.007836687
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-11-15 02:21:51,[3],0.18,False,946,29650,187,1,1.3.2+bec2d12a0,1027896,0.023171509
vsp.dcr.farm,mainnet,2020-12-09,2025-11-15 02:21:51,[3],0.5,False,104,15896,90,2,1.3.2,1027896,0.0025473963
vsp.decredcommunity.org,mainnet,2020-11-05,2025-11-15 02:21:51,[3],0.49,False,360,22107,140,12,1.3.2+bec2d12a0,1027896,0.00881791
vsp.stakeminer.com,mainnet,2020-11-09,2025-11-15 02:21:51,[3],1,False,221,35859,233,0,1.3.2+81acb861c,1027896,0.0054132170000000005
vspd.bass.cf,mainnet,2022-05-01,2025-11-15 02:21:51,[3],0.16,False,380,29621,174,79,1.3.2,1027896,0.009307794000000001
